Age,Attrition,BusinessTravel,DailyRate,Department,EducationField,Gender,HourlyRate,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,StandardHours,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
29,Yes,Travel_Rarely,408,Sales,Life Sciences,Female,45,Sales Executive,Married,7336,1,No,13,80,11,3,11,8,3,10
40,No,Travel_Frequently,593,Research & Development,Medical,Female,88,Research Director,Single,13499,9,No,17,80,20,3,18,7,2,13
42,Yes,Travel_Frequently,481,Sales,Life Sciences,Male,44,Sales Executive,Single,13758,0,Yes,12,80,22,2,21,9,13,14
42,No,Travel_Rarely,647,Sales,Marketing,Male,45,Sales Executive,Single,5155,7,No,13,80,9,3,6,4,1,5
35,No,Travel_Rarely,982,Research & Development,Medical,Male,58,Laboratory Technician,Married,2258,6,No,12,80,10,2,8,0,1,7
24,No,Travel_Rarely,477,Research & Development,Medical,Male,49,Laboratory Technician,Single,3597,8,No,22,80,6,2,4,3,1,2
28,Yes,Travel_Rarely,1485,Research & Development,Life Sciences,Female,79,Laboratory Technician,Married,2515,1,Yes,11,80,1,4,1,1,0,0
26,No,Travel_Rarely,1384,Research & Development,Medical,Male,82,Laboratory Technician,Married,4420,1,No,22,80,8,2,8,7,0,7
30,No,Travel_Rarely,852,Sales,Marketing,Male,72,Sales Executive,Married,6578,1,No,18,80,10,3,10,3,1,4
40,No,Travel_Frequently,902,Research & Development,Medical,Female,92,Research Scientist,Married,4422,3,Yes,13,80,16,3,1,1,0,0
35,No,Travel_Rarely,819,Research & Development,Life Sciences,Male,44,Manufacturing Director,Divorced,10274,2,No,18,80,15,2,7,7,6,4
34,No,Travel_Frequently,669,Research & Development,Medical,Male,97,Healthcare Representative,Single,5343,0,No,20,80,14,3,13,9,4,9
35,No,Travel_Frequently,636,Research & Development,Other,Male,47,Laboratory Technician,Married,2376,1,No,13,80,2,2,2,2,2,2
43,Yes,Travel_Rarely,1372,Sales,Marketing,Female,85,Sales Executive,Single,5346,8,No,13,80,7,2,4,3,1,3
32,No,Non-Travel,862,Sales,Life Sciences,Female,76,Sales Representative,Divorced,2827,1,No,12,80,1,3,1,0,0,0
56,No,Travel_Rarely,718,Research & Development,Technical Degree,Female,92,Manager,Divorced,19943,4,No,13,80,28,2,5,2,4,2
29,No,Travel_Rarely,1401,Research & Development,Medical,Female,54,Laboratory Technician,Married,3131,1,No,13,80,10,5,10,8,0,8
19,No,Travel_Rarely,645,Research & Development,Life Sciences,Male,54,Research Scientist,Single,2552,1,No,25,80,1,4,1,1,0,0
45,No,Travel_Rarely,1457,Research & Development,Medical,Female,83,Research Scientist,Married,4477,4,Yes,19,80,7,2,3,2,0,2
37,No,Travel_Rarely,977,Research & Development,Life Sciences,Female,56,Manufacturing Director,Married,6474,1,No,13,80,14,2,14,8,3,11
20,No,Travel_Rarely,805,Research & Development,Life Sciences,Male,87,Laboratory Technician,Single,3033,1,No,12,80,2,2,2,2,1,2
44,Yes,Travel_Rarely,1097,Research & Development,Life Sciences,Male,96,Research Scientist,Single,2936,1,Yes,11,80,6,4,6,4,0,2
53,No,Travel_Rarely,1223,Research & Development,Medical,Female,50,Manager,Divorced,18606,3,No,18,80,26,6,7,7,4,7
29,No,Travel_Rarely,942,Research & Development,Life Sciences,Female,69,Research Scientist,Married,2168,0,Yes,18,80,6,2,5,4,1,3
22,Yes,Travel_Frequently,1256,Research & Development,Life Sciences,Male,48,Research Scientist,Married,2853,0,Yes,11,80,1,5,0,0,0,0
46,No,Travel_Rarely,1402,Sales,Marketing,Female,69,Manager,Married,17048,8,No,23,80,28,2,26,15,15,9
44,No,Non-Travel,111,Research & Development,Life Sciences,Male,74,Research Scientist,Single,2290,2,No,13,80,6,3,0,0,0,0
33,No,Travel_Rarely,147,Human Resources,Human Resources,Male,99,Human Resources,Married,3600,1,No,13,80,5,2,5,4,1,4
41,Yes,Non-Travel,906,Research & Development,Life Sciences,Male,95,Research Scientist,Divorced,2107,6,No,17,80,5,2,1,0,0,0
30,No,Travel_Rarely,1329,Sales,Life Sciences,Male,61,Sales Executive,Divorced,4115,8,No,19,80,8,3,4,3,0,3
40,No,Travel_Frequently,1184,Sales,Medical,Male,62,Sales Executive,Married,4327,5,No,12,80,5,2,0,0,0,0
50,No,Travel_Frequently,1421,Research & Development,Medical,Female,30,Manager,Married,17856,2,No,22,80,32,3,2,2,2,2
28,No,Travel_Rarely,1179,Research & Development,Medical,Male,78,Laboratory Technician,Married,3196,1,No,12,80,6,2,6,5,3,3
46,No,Travel_Rarely,1450,Research & Development,Life Sciences,Male,52,Research Director,Married,19081,5,No,11,80,25,2,4,2,0,3
35,No,Travel_Rarely,1361,Sales,Life Sciences,Male,94,Sales Executive,Married,8966,3,Yes,15,80,15,2,7,7,1,7
24,Yes,Travel_Rarely,984,Research & Development,Life Sciences,Female,97,Laboratory Technician,Married,2210,1,No,13,80,1,3,1,0,0,0
33,No,Travel_Frequently,1146,Sales,Medical,Female,82,Sales Executive,Married,4539,1,No,12,80,10,3,10,7,0,1
36,No,Travel_Rarely,917,Research & Development,Life Sciences,Male,60,Laboratory Technician,Divorced,2741,1,No,14,80,7,4,7,7,1,7
30,No,Travel_Rarely,853,Research & Development,Life Sciences,Male,49,Laboratory Technician,Divorced,3491,1,No,13,80,10,4,10,7,8,9
44,No,Travel_Rarely,200,Research & Development,Other,Male,32,Research Scientist,Single,4541,1,No,25,80,20,3,20,11,13,17
20,No,Travel_Rarely,654,Sales,Marketing,Male,43,Sales Representative,Single,2678,1,No,17,80,2,2,2,1,2,2
46,No,Travel_Rarely,150,Research & Development,Technical Degree,Male,60,Manufacturing Director,Divorced,7379,2,No,11,80,12,3,6,3,1,4
42,No,Non-Travel,179,Human Resources,Medical,Male,79,Human Resources,Married,6272,7,No,16,80,10,3,4,3,0,3
60,No,Travel_Rarely,696,Sales,Marketing,Male,52,Sales Executive,Divorced,5220,0,Yes,18,80,12,3,11,7,1,9
32,No,Travel_Frequently,116,Research & Development,Other,Female,77,Laboratory Technician,Married,2743,1,No,20,80,2,2,2,2,2,2
32,No,Travel_Frequently,1316,Research & Development,Life Sciences,Female,38,Research Scientist,Single,4998,4,Yes,14,80,10,2,8,7,0,7
36,No,Travel_Rarely,363,Research & Development,Technical Degree,Female,77,Manufacturing Director,Divorced,10252,2,Yes,21,80,17,2,7,7,7,7
33,No,Travel_Rarely,117,Research & Development,Medical,Male,60,Research Scientist,Married,2781,0,No,13,80,15,5,14,10,4,10
40,No,Travel_Rarely,107,Sales,Technical Degree,Female,84,Sales Executive,Divorced,6852,7,No,12,80,7,2,5,1,1,3
25,No,Travel_Rarely,1356,Sales,Life Sciences,Male,57,Sales Executive,Single,4950,0,No,14,80,5,4,4,3,1,1
30,No,Travel_Rarely,1465,Research & Development,Medical,Male,63,Research Scientist,Married,3579,0,Yes,21,80,12,2,11,9,5,7
42,No,Travel_Frequently,458,Research & Development,Medical,Female,60,Research Director,Married,13191,3,Yes,17,80,20,6,1,0,0,0
35,No,Non-Travel,1212,Sales,Marketing,Female,78,Sales Executive,Married,10377,4,Yes,11,80,16,6,13,2,4,12
27,No,Travel_Rarely,1103,Research & Development,Life Sciences,Male,42,Research Scientist,Married,2235,1,Yes,14,80,9,3,9,7,6,8
54,No,Travel_Frequently,966,Research & Development,Life Sciences,Female,53,Manufacturing Director,Divorced,10502,7,No,17,80,33,2,5,4,1,4
44,No,Travel_Rarely,1117,Research & Development,Life Sciences,Female,72,Research Scientist,Married,2011,1,No,13,80,10,5,10,5,7,7
19,Yes,Non-Travel,504,Research & Development,Medical,Female,96,Research Scientist,Single,1859,1,Yes,25,80,1,2,1,1,0,0
29,No,Travel_Rarely,1010,Research & Development,Life Sciences,Female,97,Research Scientist,Divorced,3760,1,No,15,80,3,5,3,2,1,2
54,No,Travel_Rarely,685,Research & Development,Life Sciences,Male,85,Research Director,Married,17779,3,No,14,80,36,2,10,9,0,9
31,No,Travel_Rarely,1332,Research & Development,Medical,Male,80,Healthcare Representative,Married,6833,1,Yes,12,80,6,2,6,5,0,1
31,No,Travel_Rarely,1062,Research & Development,Medical,Female,96,Healthcare Representative,Single,6812,1,No,19,80,10,2,10,9,1,8
59,No,Travel_Rarely,326,Sales,Life Sciences,Female,48,Sales Executive,Single,5171,5,No,17,80,13,2,6,1,0,5
43,No,Travel_Rarely,920,Research & Development,Life Sciences,Male,96,Research Director,Married,19740,3,No,14,80,25,2,8,7,0,7
49,No,Travel_Rarely,1098,Research & Development,Medical,Male,85,Manager,Married,18711,2,No,13,80,23,2,1,0,0,0
36,No,Travel_Frequently,469,Research & Development,Technical Degree,Male,46,Research Scientist,Married,3692,1,No,12,80,12,2,11,10,0,7
48,No,Travel_Rarely,969,Research & Development,Technical Degree,Male,76,Laboratory Technician,Single,2559,5,No,11,80,7,4,1,0,0,0
27,No,Travel_Rarely,1167,Research & Development,Life Sciences,Male,76,Research Scientist,Divorced,2517,1,No,11,80,5,2,5,3,0,3
29,No,Travel_Rarely,1329,Research & Development,Life Sciences,Male,82,Healthcare Representative,Divorced,6623,1,Yes,11,80,6,2,6,0,1,0
48,No,Travel_Rarely,715,Research & Development,Life Sciences,Male,76,Research Director,Single,18265,6,No,12,80,25,3,1,0,0,0
29,No,Travel_Rarely,694,Research & Development,Life Sciences,Female,87,Research Director,Divorced,16124,3,No,14,80,9,2,7,7,1,7
34,No,Travel_Rarely,1320,Research & Development,Technical Degree,Female,89,Research Scientist,Married,2585,0,No,17,80,2,5,1,0,0,0
44,No,Travel_Rarely,1099,Sales,Marketing,Male,88,Manager,Married,18213,7,No,11,80,26,5,22,9,3,10
33,No,Travel_Rarely,536,Sales,Marketing,Male,82,Sales Executive,Divorced,8380,0,Yes,14,80,10,3,9,8,0,8
19,No,Travel_Rarely,265,Research & Development,Life Sciences,Female,57,Research Scientist,Single,2994,1,Yes,12,80,1,2,1,0,0,1
23,No,Travel_Rarely,373,Research & Development,Life Sciences,Male,47,Research Scientist,Married,1223,1,No,22,80,1,2,1,0,0,1
25,Yes,Travel_Frequently,599,Sales,Life Sciences,Male,73,Sales Representative,Single,1118,1,Yes,14,80,1,4,1,0,1,0
26,No,Travel_Rarely,583,Research & Development,Life Sciences,Male,53,Research Scientist,Single,2875,1,Yes,20,80,8,2,8,5,2,2
45,Yes,Travel_Rarely,1449,Sales,Marketing,Female,94,Manager,Single,18824,2,Yes,16,80,26,2,24,10,1,11
55,No,Non-Travel,177,Research & Development,Medical,Male,37,Healthcare Representative,Divorced,13577,1,Yes,15,80,34,3,33,9,15,0
21,Yes,Travel_Frequently,251,Research & Development,Life Sciences,Female,45,Laboratory Technician,Single,2625,1,No,20,80,2,2,2,2,2,2
46,No,Travel_Rarely,168,Sales,Marketing,Female,33,Manager,Married,18789,2,No,14,80,26,2,11,4,0,8
34,No,Travel_Rarely,131,Sales,Marketing,Female,86,Sales Executive,Single,4538,0,Yes,12,80,4,3,3,2,0,2
51,No,Travel_Frequently,237,Sales,Life Sciences,Male,83,Manager,Divorced,19847,4,Yes,24,80,31,5,29,10,11,10
59,No,Travel_Rarely,1429,Research & Development,Medical,Male,67,Manufacturing Director,Single,10512,6,No,12,80,25,6,9,7,5,4
34,No,Travel_Frequently,135,Research & Development,Medical,Female,46,Laboratory Technician,Divorced,4444,4,No,13,80,15,2,11,8,5,10
28,No,Travel_Frequently,791,Research & Development,Medical,Male,44,Laboratory Technician,Single,2154,0,Yes,11,80,5,2,4,2,0,2
44,No,Travel_Rarely,1199,Research & Development,Life Sciences,Male,92,Manager,Divorced,19190,1,No,14,80,26,4,25,9,14,13
34,No,Travel_Frequently,648,Human Resources,Life Sciences,Male,56,Human Resources,Married,4490,4,No,11,80,14,5,10,9,1,8
35,No,Travel_Rarely,735,Research & Development,Life Sciences,Male,66,Research Scientist,Married,3506,0,Yes,14,80,4,3,3,2,2,2
42,No,Travel_Rarely,603,Research & Development,Medical,Female,78,Research Scientist,Married,2372,6,Yes,16,80,18,2,1,0,0,0
43,No,Travel_Rarely,531,Sales,Marketing,Female,56,Sales Executive,Single,10231,3,No,14,80,23,3,21,7,15,17
36,No,Travel_Rarely,429,Research & Development,Life Sciences,Female,53,Manufacturing Director,Single,5410,9,Yes,11,80,18,2,16,14,5,12
44,Yes,Travel_Rarely,621,Research & Development,Medical,Female,73,Healthcare Representative,Married,7978,1,No,11,80,10,2,10,7,0,5
28,No,Travel_Frequently,193,Research & Development,Life Sciences,Male,52,Laboratory Technician,Married,3867,1,Yes,12,80,2,2,2,2,2,2
51,No,Travel_Frequently,968,Research & Development,Medical,Female,40,Laboratory Technician,Single,2838,0,No,14,80,8,6,7,0,7,7
30,No,Non-Travel,879,Research & Development,Medical,Female,72,Manufacturing Director,Single,4695,7,Yes,18,80,10,3,8,4,1,7
29,Yes,Travel_Rarely,806,Research & Development,Technical Degree,Female,39,Laboratory Technician,Divorced,3339,3,Yes,13,80,10,2,7,7,7,7
28,No,Travel_Rarely,640,Research & Development,Technical Degree,Male,84,Research Scientist,Single,2080,2,No,11,80,5,2,3,2,1,2
25,No,Travel_Rarely,266,Research & Development,Medical,Female,40,Research Scientist,Single,2096,1,No,18,80,2,3,2,2,2,1
32,No,Travel_Rarely,604,Sales,Medical,Male,56,Sales Executive,Married,6209,1,No,15,80,10,4,10,7,0,8
45,No,Travel_Frequently,364,Research & Development,Medical,Female,83,Manager,Single,18061,3,No,22,80,22,4,0,0,0,0
39,No,Travel_Rarely,412,Research & Development,Medical,Female,94,Manager,Divorced,17123,6,Yes,13,80,21,4,19,9,15,2
58,No,Travel_Rarely,848,Research & Development,Life Sciences,Male,88,Research Scientist,Divorced,2372,1,No,12,80,2,3,2,2,2,2
32,Yes,Travel_Rarely,1089,Research & Development,Life Sciences,Male,79,Laboratory Technician,Married,4883,1,No,18,80,10,3,10,4,1,1
39,Yes,Travel_Rarely,360,Research & Development,Medical,Male,93,Research Scientist,Single,3904,0,No,13,80,6,2,5,2,0,3
30,No,Travel_Rarely,1138,Research & Development,Technical Degree,Female,48,Laboratory Technician,Married,4627,0,No,12,80,10,6,9,2,6,7
36,No,Travel_Rarely,325,Research & Development,Technical Degree,Female,63,Healthcare Representative,Married,7094,3,No,12,80,10,0,7,7,1,7
46,No,Travel_Rarely,991,Human Resources,Life Sciences,Female,44,Human Resources,Single,3423,6,No,12,80,10,3,7,6,5,7
28,No,Non-Travel,1476,Research & Development,Life Sciences,Female,55,Laboratory Technician,Married,6674,0,No,11,80,10,6,9,8,7,5
50,No,Travel_Rarely,1322,Research & Development,Life Sciences,Female,43,Research Director,Married,16880,4,Yes,11,80,25,2,3,2,1,2
40,Yes,Travel_Rarely,299,Sales,Marketing,Male,57,Sales Executive,Single,9094,2,Yes,12,80,9,2,5,4,1,0
52,Yes,Travel_Rarely,1030,Sales,Life Sciences,Male,64,Sales Executive,Single,8446,9,Yes,19,80,10,2,8,7,7,7
30,No,Travel_Rarely,634,Research & Development,Medical,Female,95,Manager,Married,11916,1,Yes,23,80,9,2,9,1,0,8
39,No,Travel_Rarely,524,Research & Development,Life Sciences,Male,32,Manufacturing Director,Single,4534,0,No,11,80,9,6,8,7,1,7
31,No,Non-Travel,587,Sales,Life Sciences,Female,57,Sales Executive,Divorced,9852,1,Yes,19,80,10,5,10,8,9,6
41,No,Non-Travel,256,Sales,Medical,Male,40,Sales Executive,Single,6151,1,No,13,80,19,4,19,2,11,9
31,Yes,Travel_Frequently,1060,Sales,Life Sciences,Female,54,Sales Representative,Single,2302,1,Yes,11,80,3,2,3,2,2,2
44,Yes,Travel_Rarely,935,Research & Development,Life Sciences,Male,89,Laboratory Technician,Married,2362,4,No,12,80,10,4,3,2,1,2
42,No,Non-Travel,495,Research & Development,Life Sciences,Male,37,Manager,Married,17861,0,Yes,13,80,21,3,20,8,2,10
55,No,Travel_Rarely,282,Research & Development,Medical,Female,58,Manager,Married,19187,4,No,14,80,23,5,19,9,9,11
56,No,Travel_Rarely,206,Human Resources,Life Sciences,Male,99,Manager,Single,19717,6,No,14,80,36,4,7,3,7,7
40,No,Non-Travel,458,Research & Development,Life Sciences,Male,74,Research Scientist,Divorced,3544,9,No,16,80,6,0,4,2,0,0
34,No,Travel_Rarely,943,Research & Development,Life Sciences,Male,86,Healthcare Representative,Divorced,8500,0,No,11,80,10,0,9,7,1,6
40,No,Travel_Rarely,523,Research & Development,Life Sciences,Male,98,Research Scientist,Single,4661,1,No,13,80,9,4,9,8,8,8
41,No,Travel_Frequently,1018,Sales,Marketing,Female,66,Sales Executive,Divorced,4103,0,No,17,80,10,2,9,3,1,7
35,No,Travel_Frequently,482,Research & Development,Life Sciences,Male,87,Research Scientist,Single,4249,1,Yes,11,80,9,3,9,6,1,1
51,No,Travel_Rarely,770,Human Resources,Life Sciences,Male,84,Manager,Divorced,14026,1,Yes,11,80,33,2,33,9,0,10
38,No,Travel_Rarely,1009,Sales,Life Sciences,Female,31,Sales Executive,Divorced,6893,3,No,15,80,11,3,7,7,1,7
34,No,Travel_Rarely,507,Sales,Medical,Female,66,Sales Executive,Single,6125,1,No,12,80,10,6,10,8,9,6
25,No,Travel_Rarely,882,Research & Development,Medical,Male,67,Laboratory Technician,Married,3669,3,No,11,80,7,6,3,2,1,2
58,Yes,Travel_Rarely,601,Research & Development,Medical,Female,53,Manufacturing Director,Married,10008,7,Yes,14,80,31,0,10,9,5,9
40,No,Travel_Rarely,329,Research & Development,Life Sciences,Male,88,Laboratory Technician,Married,2387,3,No,22,80,7,3,4,2,0,3
36,No,Travel_Frequently,607,Sales,Marketing,Female,83,Sales Executive,Married,4639,2,No,16,80,17,2,15,7,6,13
48,No,Travel_Rarely,855,Research & Development,Life Sciences,Male,54,Manufacturing Director,Single,7898,1,No,11,80,11,2,10,9,0,8
27,No,Travel_Rarely,1291,Sales,Medical,Female,98,Sales Representative,Married,2534,8,No,14,80,5,4,1,0,0,0
51,No,Travel_Rarely,1405,Research & Development,Technical Degree,Female,82,Manufacturing Director,Single,13142,3,No,16,80,29,1,5,2,0,3
18,No,Non-Travel,1124,Research & Development,Life Sciences,Female,97,Laboratory Technician,Single,1611,1,No,15,80,0,5,0,0,0,0
35,No,Travel_Rarely,817,Research & Development,Medical,Female,60,Laboratory Technician,Married,5363,0,No,12,80,10,0,9,7,0,0
27,No,Travel_Frequently,793,Sales,Life Sciences,Male,43,Sales Executive,Single,5071,3,No,20,80,8,3,6,2,0,0
55,Yes,Travel_Rarely,267,Sales,Marketing,Male,85,Sales Executive,Single,13695,6,Yes,17,80,24,2,19,7,3,8
56,No,Travel_Rarely,1369,Research & Development,Life Sciences,Male,68,Manufacturing Director,Married,13402,4,Yes,12,80,33,0,19,16,15,9
34,No,Non-Travel,999,Research & Development,Technical Degree,Female,92,Research Scientist,Divorced,2029,1,No,20,80,5,2,5,4,0,0
40,No,Travel_Rarely,1202,Research & Development,Medical,Female,89,Healthcare Representative,Divorced,6377,5,No,20,80,15,0,12,11,11,8
34,No,Travel_Rarely,285,Research & Development,Medical,Male,86,Laboratory Technician,Married,5429,4,No,13,80,10,1,8,7,7,7
31,Yes,Travel_Frequently,703,Sales,Life Sciences,Female,90,Sales Representative,Single,2785,7,No,14,80,3,3,1,0,0,0
35,Yes,Travel_Frequently,662,Sales,Marketing,Female,67,Sales Executive,Married,4614,0,Yes,18,80,5,0,4,2,3,2
38,No,Travel_Frequently,693,Research & Development,Life Sciences,Male,57,Research Scientist,Divorced,2610,1,No,11,80,4,2,4,2,0,3
34,No,Travel_Rarely,404,Research & Development,Technical Degree,Female,98,Healthcare Representative,Single,6687,1,No,11,80,14,2,14,11,4,11
28,No,Travel_Rarely,736,Sales,Life Sciences,Male,48,Sales Executive,Married,4724,1,No,11,80,5,0,5,3,0,4
31,Yes,Travel_Rarely,330,Research & Development,Medical,Male,98,Manufacturing Director,Married,6179,1,Yes,15,80,10,3,10,2,6,7
39,No,Travel_Rarely,1498,Sales,Life Sciences,Male,44,Sales Executive,Married,6120,3,Yes,12,80,8,2,5,4,1,4
51,No,Travel_Frequently,541,Sales,Marketing,Male,52,Sales Executive,Married,10596,2,No,11,80,14,5,4,2,3,2
41,No,Travel_Frequently,1200,Research & Development,Life Sciences,Female,75,Research Scientist,Divorced,5467,3,Yes,14,80,12,4,6,2,3,3
37,No,Travel_Rarely,1439,Research & Development,Life Sciences,Male,54,Research Scientist,Married,2996,7,Yes,15,80,8,2,6,4,1,3
33,No,Travel_Frequently,1111,Sales,Life Sciences,Male,61,Sales Executive,Married,9998,6,No,13,80,8,2,5,4,1,2
32,No,Travel_Rarely,499,Sales,Marketing,Male,36,Sales Executive,Married,4078,0,Yes,13,80,4,3,3,2,1,2
39,No,Non-Travel,1485,Research & Development,Life Sciences,Male,71,Healthcare Representative,Married,10920,3,No,21,80,13,2,6,4,0,5
25,No,Travel_Rarely,1372,Sales,Life Sciences,Male,93,Sales Executive,Married,6232,2,No,11,80,6,3,3,2,1,2
52,No,Travel_Frequently,322,Research & Development,Medical,Female,59,Manufacturing Director,Married,13247,2,Yes,11,80,24,3,5,3,0,2
43,No,Travel_Rarely,930,Research & Development,Medical,Female,73,Research Scientist,Single,4081,1,Yes,14,80,20,3,20,7,1,8
27,No,Travel_Rarely,205,Sales,Marketing,Female,98,Sales Executive,Married,5769,1,Yes,11,80,6,3,6,2,4,4
27,Yes,Travel_Rarely,135,Research & Development,Life Sciences,Female,51,Research Scientist,Single,2394,1,Yes,13,80,8,2,8,2,7,7
26,No,Travel_Rarely,683,Research & Development,Medical,Male,36,Research Scientist,Single,3904,0,No,12,80,5,2,4,3,1,1
42,No,Travel_Rarely,1147,Human Resources,Human Resources,Female,31,Manager,Married,16799,0,No,14,80,21,5,20,7,0,9
52,No,Travel_Rarely,258,Research & Development,Other,Female,54,Laboratory Technician,Married,2950,9,No,13,80,12,2,5,4,0,4
37,No,Travel_Rarely,1462,Research & Development,Medical,Female,94,Laboratory Technician,Single,3629,4,No,18,80,8,6,3,2,0,2
35,No,Travel_Frequently,200,Research & Development,Life Sciences,Male,60,Manufacturing Director,Single,9362,2,No,11,80,10,2,2,2,2,2
25,No,Travel_Rarely,949,Research & Development,Technical Degree,Male,81,Laboratory Technician,Married,3229,4,No,11,80,7,2,3,2,0,2
26,No,Travel_Rarely,652,Research & Development,Other,Male,100,Laboratory Technician,Single,3578,0,No,12,80,8,2,7,7,0,7
29,No,Travel_Rarely,332,Human Resources,Other,Male,51,Human Resources,Single,7988,1,No,13,80,10,3,10,9,0,9
49,Yes,Travel_Frequently,1475,Research & Development,Life Sciences,Male,97,Laboratory Technician,Single,4284,3,No,20,80,20,2,4,3,1,3
29,Yes,Travel_Frequently,337,Research & Development,Other,Female,84,Healthcare Representative,Single,7553,0,Yes,12,80,9,1,8,7,7,7
54,No,Travel_Rarely,971,Research & Development,Medical,Female,54,Research Director,Single,17328,6,No,19,80,29,3,20,7,12,7
58,No,Travel_Rarely,1055,Research & Development,Medical,Female,76,Research Director,Married,19701,3,Yes,21,80,32,3,9,8,1,5
55,No,Travel_Rarely,1136,Research & Development,Medical,Male,81,Research Director,Divorced,14732,2,No,13,80,31,4,7,7,0,0
36,No,Travel_Rarely,1174,Sales,Marketing,Female,99,Sales Executive,Single,9278,3,Yes,16,80,15,3,5,4,0,1
31,Yes,Travel_Frequently,667,Sales,Life Sciences,Female,50,Sales Representative,Single,1359,1,No,12,80,1,3,1,0,0,0
30,No,Travel_Rarely,855,Sales,Marketing,Female,73,Sales Executive,Divorced,4779,7,No,14,80,8,3,3,2,0,2
31,No,Travel_Rarely,182,Research & Development,Life Sciences,Female,93,Research Director,Single,16422,3,No,11,80,9,3,3,2,1,0
34,No,Travel_Frequently,560,Research & Development,Other,Male,91,Research Scientist,Divorced,2996,5,No,14,80,10,2,4,3,1,3
31,Yes,Travel_Rarely,202,Research & Development,Life Sciences,Female,34,Research Scientist,Single,1261,1,No,12,80,1,3,1,0,0,0
27,No,Travel_Rarely,1377,Research & Development,Life Sciences,Male,91,Laboratory Technician,Married,2099,0,No,14,80,6,3,5,0,1,4
36,No,Travel_Rarely,172,Research & Development,Life Sciences,Male,37,Laboratory Technician,Single,5810,1,No,16,80,10,2,10,4,1,8
36,No,Travel_Rarely,329,Sales,Marketing,Female,98,Sales Executive,Married,5647,4,No,13,80,11,3,3,2,0,2
47,No,Travel_Rarely,465,Research & Development,Technical Degree,Male,74,Research Scientist,Married,3420,7,No,12,80,17,2,6,5,1,2
25,Yes,Travel_Rarely,383,Sales,Life Sciences,Male,68,Sales Representative,Married,4400,3,No,12,80,6,2,3,2,2,2
37,No,Non-Travel,1413,Research & Development,Technical Degree,Male,84,Laboratory Technician,Single,3500,0,No,14,80,7,2,6,5,1,3
56,No,Travel_Rarely,1255,Research & Development,Life Sciences,Female,90,Research Scientist,Married,2066,2,No,22,80,5,3,3,2,1,0
47,No,Travel_Rarely,359,Research & Development,Medical,Female,82,Research Director,Married,17169,3,No,19,80,26,2,20,17,5,6
24,No,Travel_Rarely,1476,Sales,Medical,Female,42,Sales Executive,Married,4162,1,Yes,12,80,5,3,5,4,0,3
32,No,Travel_Rarely,601,Sales,Marketing,Male,97,Sales Executive,Married,9204,4,No,12,80,7,3,4,3,0,3
34,No,Travel_Rarely,401,Research & Development,Life Sciences,Female,86,Laboratory Technician,Married,3294,5,No,17,80,7,2,5,4,0,2
41,No,Travel_Rarely,1283,Research & Development,Medical,Male,90,Research Scientist,Married,2127,2,Yes,12,80,7,5,4,2,0,3
40,No,Non-Travel,663,Research & Development,Other,Male,81,Laboratory Technician,Divorced,3975,3,No,11,80,11,2,8,7,0,7
31,No,Travel_Rarely,326,Sales,Life Sciences,Male,31,Sales Executive,Divorced,10793,1,No,18,80,13,5,13,7,9,9
46,Yes,Travel_Rarely,377,Sales,Marketing,Male,52,Sales Executive,Divorced,10096,4,No,11,80,28,1,7,7,4,3
39,Yes,Non-Travel,592,Research & Development,Life Sciences,Female,54,Laboratory Technician,Single,3646,2,Yes,23,80,11,2,1,0,0,0
31,Yes,Travel_Frequently,1445,Research & Development,Life Sciences,Female,100,Manufacturing Director,Single,7446,1,No,11,80,10,2,10,8,4,7
45,No,Travel_Rarely,1038,Research & Development,Medical,Male,95,Healthcare Representative,Divorced,10851,2,Yes,18,80,24,2,7,7,0,7
31,No,Travel_Rarely,1398,Human Resources,Medical,Female,96,Human Resources,Single,2109,9,No,18,80,8,3,3,2,0,2
31,Yes,Travel_Frequently,523,Research & Development,Life Sciences,Male,94,Laboratory Technician,Married,3722,6,Yes,13,80,7,2,2,2,2,2
45,No,Travel_Rarely,1448,Research & Development,Technical Degree,Male,55,Manufacturing Director,Married,9380,4,Yes,18,80,10,4,3,1,1,2
48,No,Travel_Rarely,1221,Sales,Marketing,Male,96,Sales Executive,Divorced,5486,4,No,11,80,15,3,2,2,2,2
34,Yes,Travel_Rarely,1107,Human Resources,Technical Degree,Female,52,Human Resources,Married,2742,1,No,15,80,2,0,2,2,2,2
40,No,Non-Travel,218,Research & Development,Medical,Male,55,Research Director,Divorced,13757,2,No,11,80,16,5,9,8,4,8
28,No,Travel_Rarely,866,Sales,Medical,Male,84,Sales Executive,Single,8463,0,No,18,80,6,4,5,4,1,3
44,No,Non-Travel,981,Research & Development,Life Sciences,Male,90,Laboratory Technician,Single,3162,3,No,14,80,7,5,5,2,0,3
53,No,Travel_Rarely,447,Research & Development,Medical,Male,39,Research Director,Single,16598,4,No,12,80,35,2,9,8,8,8
49,No,Travel_Rarely,1495,Research & Development,Technical Degree,Male,96,Healthcare Representative,Married,6651,2,No,14,80,20,0,3,2,1,2
