ID,LIMIT_BAL,AGE,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,Default Status
352,2.00E+00,36,-14386,-13543,3432,-3684,,1386,1118,4715,,4,1.00E+00,1,Not Default
353,38,3,,,,,,,,,,,,,Default
354,8,43,7757,7812,5851,5142,1936,19414,3177,26,3,1691,695,882,Not Default
355,5,58,15899,1872,18122,1853,1989,18856,34,,1,11,634,638,Not Default
356,18,45,27679,28422,2965,29981,3419,31127,1481,2,11,12,15,15,Default
357,24,26,141315,12894,124226,113133,113966,1336,6349,5834,387,4,3825,352,Not Default
358,38,34,194314,17926,193992,174675,171253,169121,91,35,5,6,5,44,Not Default
359,11,24,83755,77431,7944,8631,82333,84462,3,29,29,3,35,4,Not Default
36,26,34,49657,291,5158,2351,3439,291,291,5158,35696,3439,291,291,Not Default
361,5.00E+00,23,57726,59229,499936,5557,484612,419643,1,,14,165,16,19,Default
362,32,3,7135,71151,7229,72849,74374,7461,2589,2568,257,2661,2781,25,Not Default
363,5,32,45734,44741,43562,4439,458,25775,,,1262,1358,1275,159,Not Default
364,11,4,,,266,2,216,216,,266,,216,216,66,Default
365,23,35,761,3,399,665,576,613,3,399,665,576,613,52,Not Default
366,33,56,-9,152,1488,,3965,8676,1529,157,,3965,8676,384,Not Default
367,5,61,47166,49396,5476,23319,23171,24774,3,2237,975,1,2,139,Not Default
368,1,24,2887,1923,2989,2813,28,2132,,15,,,15,,Not Default
369,3.00E+00,4,,,,,,,,,,,,,Not Default
37,2,32,2631,21,1973,1184,1918,1985,,1168,384,39,632,616,Default
371,18,36,83538,,,,,,,,,,,,Default
372,16,3,99,2977,1586,8578,1328,21712,2977,1586,9123,1328,29712,5,Not Default
373,9,34,3432,3589,43449,42451,49718,48767,164,9,,8,,2,Not Default
374,3,54,22987,22298,22352,23221,24339,25943,25,2,15,4,2,,Not Default
375,18,46,173267,17459,175233,16288,2889,178719,81,5299,335,54,16719,7,Not Default
376,3,58,19143,2168,21229,21495,218,22437,164,17,915,8,1,1961,Not Default
377,3,43,2518,1991,295,2159,25183,24242,,1342,946,42,,1,Not Default
378,14,28,1833,14446,769,4991,34,3745,14,3855,4991,36,55,4,Not Default
379,21,3,69937,7196,4338,44584,47842,49888,35,3,2,4,3,1,Not Default
38,5,31,2526,15129,1593,9577,11139,12487,2,3,327,3,3,5,Default
381,13,29,8955,978,7947,72367,73875,75355,42,2575,26,2674,271,575,Not Default
382,5,37,1894,32,3381,3559,1948,2415,15,4,2,5,5,4,Default
383,14,36,1594,78372,9152,9859,88616,8845,3,3,4,4,34,33,Not Default
384,17,28,2948,3848,5646,5464,5577,5889,115,193,,296,5,95,Default
385,8,25,22619,31429,27923,2528,,,11,129,579,,,635,Not Default
386,41,42,33816,34294,344464,24865,234939,24176,15,14,9,85,9,83,Not Default
387,8,29,,8,,,,,8,,,,,,Not Default
388,8,73,63144,65631,68875,7646,7287,7518,35,433,35,35,35,51,Default
389,15,43,153249,15449,156523,159653,162866,157759,79,65,57,57,57,5334,Not Default
39,26,3,1131,291,582,291,,291,291,582,,,13291,651,Default
391,35,38,,,,,,,,,,,,,Not Default
392,28,39,-1312,35918,37297,37154,32581,33316,38621,2,113,922,111,5,Default
393,31,44,13797,91989,8772,76218,729,7162,44,413,311,3,31,2653,Not Default
394,14,29,211,1712,18862,19996,21214,2185,3,3,3,35,2,2,Not Default
395,36,51,38,25,,,,,25,,,,,,Not Default
396,14,27,142428,14415,143952,14259,14265,14262,1,1,6,6,6,56,Not Default
397,1.00E+00,38,481,42653,42351,4311,4311,28947,252,12,86,,579,,Not Default
398,5,22,,,,848,,632,,,848,,632,,Not Default
399,21,3,1471,16134,18423,91143,82733,74125,42,5,35,3,27,5,Not Default
4,12,25,12298,12822,19887,116313,119311,117167,47,,8272,5,,44,Not Default
41,24,29,156362,13228,99174,65372,28797,184922,5233,3289,272,318,184922,61,Not Default
42,6,42,41322,2991,2897,28665,28768,2964,1488,1394,962,15,2541,2,Not Default
43,15,41,1464,284,384,,2344,822,291,384,,2344,,472,Default
44,3,48,27879,2887,2786,25142,25667,26179,1774,171,146,179,189,2244,Not Default
45,16,29,16432,163916,159676,166893,1798,1538,75,,11558,58,,5654,Default
46,2.00E+00,52,3858,269,341,,,8215,269,3487,,,859,396,Not Default
47,12,25,26476,21393,,,,,6,,,,,,Not Default
48,5.00E+00,37,5762,491956,43637,376657,356636,3351,325,15296,12137,12312,14113,1526,Not Default
49,32,27,5567,62893,591,61565,5958,66541,1144,8232,145,9697,16477,11341,Not Default
41,28,31,168382,175646,1865,182672,168399,167983,1,8,6371,6217,5947,6288,Not Default
411,6,23,29332,28577,385,3161,32349,32965,,279,16,14,13,12,Default
412,2.00E+00,38,19,,,367,-15,-15,,,367,15,,,Not Default
413,23,32,,,289,4595,792,344,,289,466,792,344,,Not Default
414,23,27,13668,12647,13135,1596,9218,568,,164,423,313,1,4641,Default
415,48,41,14867,26665,19996,933,19371,22593,26734,199982,933,19371,22593,2,Not Default
416,5,35,225,5,,,,,5,,,,,64,Not Default
417,2.00E+00,31,7184,14845,197,,,16,1757,112,,,16,113,Not Default
418,5,3,14811,16262,17286,17895,1945,1899,2,16,12,2,,1,Not Default
419,5,48,44338,4348,35639,18753,1991,19548,3629,3332,2,2,2,25,Not Default
42,26,36,,,,,,,,,,,,,Default
421,3,24,25265,26354,2771,27959,32,29371,15,18,17,25,,18,Not Default
422,44,29,169661,167199,15852,156977,157963,151936,871,921,713,613,628,61,Not Default
423,23,38,1237,2795,135,371,298,,2795,135,371,298,,2213,Not Default
424,2.00E+00,38,14978,15924,12663,979,9845,15253,45,,35,35,9,,Default
425,49,3,192586,197967,21666,25798,196698,1936,1,7143,736,633,6429,6,Not Default
426,8,32,11262,,,,,,,,,,,,Not Default
427,2,49,9551,1281,1387,12583,15327,16414,3,15,,3123,15,1,Default
428,17,31,199,199,199,398,199,199,199,199,398,,199,398,Default
429,7,27,7119,68536,6661,2941,28949,29795,36,1646,6,28468,1327,1,Not Default
43,21,33,21261,177946,119362,117766,68791,66167,6,45,5,3,3,3,Not Default
431,9,25,91894,71732,73241,74424,767,77648,32,33,3,31,3,31,Not Default
432,39,27,34867,299998,3426,292869,292885,281826,137,1612,141,11,1512,7,Default
433,11,29,48123,49537,5422,599,5214,5326,25,25,2,2,257,25,Not Default
434,58,36,15976,162189,166127,169365,168755,167964,6422,6565,5951,66,5894,5946,Not Default
435,36,55,921,8485,17231,177,,,615,17454,1775,,,,Not Default
436,27,32,234752,23336,229286,217644,22369,221413,1,8,,16,8,,Default
437,6,27,1472,,,3,15,15,,,3,,15,2,Not Default
438,11,37,6187,62499,62162,665,6272,6145,23,22,23,22,23,23,Not Default
439,5,25,5144,5231,46677,44982,21399,2859,25,38,1,761,8,74,Not Default
44,8,23,7724,73281,5786,37642,46235,4711,3212,16,956,4,18,17,Default
441,5,23,35,35,4,1695,12645,12584,35,4,1695,113,485,24,Not Default
442,1.00E+00,32,83831,85586,87289,91451,93381,89522,4,437,65,35,,32,Not Default
443,3,26,,,945,,197,2995,,945,,197,2995,,Not Default
444,2.00E+00,27,122923,124653,126355,114881,117213,124793,574,593,4,43,133,44,Not Default
445,24,44,246135,231443,234557,2643,19441,198857,1226,91,74,8,8,7,Default
446,22,34,3734,3334,29254,24875,2329,1562,16,15,11,1,6,5,Not Default
447,16,28,146433,1764,8992,9983,82255,83988,45,44,3,24,25,25,Not Default
448,18,53,46122,126,29366,54,,1599,126,29366,54,,1599,,Not Default
449,2.00E+00,42,38564,38246,32253,3384,39,,5,1485,1956,15,,212,Not Default
45,14,3,9634,987,82227,65,6848,5888,455,1296,,221,23,52,Not Default
451,38,51,,,,,,,,,,,,,Default
452,6.00E+00,53,46715,458862,46973,44713,44982,434715,,18,16,16,21,2,Default
453,26,37,255691,262736,36638,122388,12742,13174,14,522,13,7,6,6,Not Default
454,2.00E+00,26,156786,179,1443,1443,1443,871,179,1443,1443,1443,871,215,Not Default
455,8,42,78129,2822,78553,4934,48919,48443,25,51432,18,18,18,17,Not Default
456,4,39,434,36549,17431,1531,16,5315,227,127,31,212,5315,4987,Not Default
457,13,39,7134,69329,74175,72383,77217,7582,,6,,6,,6,Not Default
458,5,32,23974,24131,25326,25775,,,18,19,13,,,,Not Default
459,23,41,819,18163,5473,8162,6985,913,18163,5654,12887,6985,913,6554,Not Default
46,7,48,5927,39883,3217,1763,973,64,21,1217,5,,64,459,Default
461,18,38,15251,151651,15919,12322,12675,126219,5657,1372,5,5,5,5,Not Default
462,8,36,1689,8638,572,298,126,7868,8638,5723,298,126,7868,2198,Not Default
463,29,26,287,9986,1.00E+00,315,23473,1448,8,3,315,23473,1148,49,Not Default
464,23,28,3141,131255,1153,99283,97599,96116,1293,834,313,41,5882,3,Not Default
465,17,56,,,1991,,,15,,1991,,,15,614,Not Default
466,23,59,28459,26331,23813,21331,198999,191671,7536,7277,71,712,6844,6945,Default
467,22,38,212795,21143,212759,218541,167743,1653,899,75,9,6729,6,79,Default
468,23,32,28114,286,25,2246,1986,19831,161,1224,655,627,62,5,Not Default
469,5.00E+00,38,59372,49677,49515,42568,48268,51481,126,7241,591,25,578,2132,Not Default
47,9,41,616,3274,619,37,287,67,3276,6246,37,287,67,1362,Not Default
471,39,35,355215,363325,373181,252195,257496,26318,1382,16525,8893,9229,1,9435,Default
472,4.00E+00,41,366193,3727,375948,195991,152127,155182,142,13595,6243,67,661,612,Not Default
473,18,34,2927,279,114,2144,118,1382,279,114,2144,118,1382,244,Not Default
474,6,38,29295,3321,3118,32193,34213,352,18,15,2,27,15,,Not Default
475,12,32,4158,2682,,644,,593,2682,,644,,593,512,Not Default
476,6,29,27199,28358,28937,29614,3391,23159,19,14,1,11,1,42,Not Default
477,5,44,5893,28527,29241,28513,2916,29638,18,15,12,123,1166,1,Not Default
478,7,37,66759,682,72972,71248,561,589,2518,595,,1782,1985,27,Not Default
479,5.00E+00,38,6,3,51,3,6,45,,51,3,6,3,6,Not Default
48,2.00E+00,31,,,,,,,,,,,,,Not Default
481,25,4,4493,13711,981,,169,919,1241,4435,,169,,67619,Not Default
482,14,26,131367,146193,1422,14435,14419,13271,17,,114,55,53,54,Default
483,7,28,41264,41799,37887,37876,6736,4162,2112,12,758,6736,,,Not Default
484,9,48,7764,73317,71334,679,63228,59378,17,4,16,16,15,486,Not Default
485,1.00E+00,43,2491,179,574,556,236,2562,179,574,556,236,2562,2111,Not Default
486,19,31,177554,18633,172914,13139,115494,117465,76,633,4137,352,427,3517,Not Default
487,23,42,6865,15111,13165,,15,6992,15111,13165,,15,6992,,Not Default
488,32,39,93768,91523,91579,91193,92837,95323,3317,356,4218,5,68,938,Not Default
489,22,36,396,1648,792,396,396,396,1648,792,,396,396,792,Default
49,26,34,16426,688,4663,3885,4414,2514,6277,4663,414,4414,2646,7725,Not Default
491,9,32,573,,,,,,157,,,,,,Not Default
492,3,43,2873,26622,2422,24368,2859,19633,13,2,168,,9,8,Not Default
493,26,3,9856,198,22212,18724,685,69174,4,119,27,23,23,23,Not Default
494,17,28,2834,17616,38,,,,4,38,,,,,Not Default
495,8,28,8574,9434,138,14,14,149,123,147,248,48,294,276,Default
496,5,41,58,672,226,39,22,32,1,39,1,22,64,1,Not Default
497,2.00E+00,47,23183,22961,194449,196814,2526,198717,7521,7,7,7128,8,71,Not Default
498,2,23,1644,2417,18333,18848,319,19664,743,,82,125,1113,14,Not Default
499,25,49,66,,,12,-6,1639,,,12,6,1645,,Not Default
5,2,38,15912,17272,2565,275,2255,19933,1623,3916,75,,8,85,Not Default
51,3,38,2344,2175,22537,24161,25128,24576,2,15,2,15,,12,Not Default
52,9,35,23132,22474,2867,2732,31199,3548,,6,,45,,2,Not Default
53,23,46,22159,227397,2332,186635,189896,193351,1,9,8,8,75,7,Not Default
54,13,33,19161,2544,2274,2234,2234,,2,3,,,,,Default
55,3,53,,,,,,,,,,,,,Not Default
56,16,35,396,396,396,,792,122,396,396,,793,122,,Not Default
57,5.00E+00,43,3959,,285138,249445,222831,2,,285138,4989,1,2,528666,Not Default
58,18,28,42238,38741,36696,35813,37893,34661,25,2,1128,25,,2,Not Default
59,8,3,2157,1327,13997,1914,1685,5515,17,14,2,1,,5,Not Default
51,12,26,884,,,1446,,,,,1446,,,,Not Default
511,13,31,1261,1261,1261,1411,93,39,1261,1261,1411,93,,78,Not Default
512,12,35,24,24,24,24,24,24,24,24,24,24,24,24,Default
513,36,28,2223,52962,3978,1743,2828,5537,53228,3997,175,2853,5141,3219,Not Default
514,5,23,2959,3741,31438,31924,32566,3381,2,15,13,13,12,15,Default
515,2,23,18355,2259,19534,16467,15746,13246,29,1,577,43,117,4,Not Default
516,1.00E+00,56,94265,53376,85787,78762,79529,8335,2385,88678,2169,2634,3132,732,Not Default
517,7,32,68739,67629,69188,68392,69884,71284,36,33,261,275,275,55,Not Default
518,5,47,13917,16695,2132,18614,193,19439,3,5,2,618,679,5,Not Default
519,1,22,125,8558,1525,15,993,9984,,2126,39,328,476,1287,Not Default
52,29,34,93844,9778,1366,14864,11151,115297,6,7,5,7,7,7,Not Default
521,3,31,16496,17522,18531,18744,19291,19818,1597,166,819,1,1,1623,Not Default
522,41,27,-58,32991,36465,4431,6248,6142,3349,16,87,18775,15,535,Not Default
523,36,28,121,82,64644,125984,16584,125557,39,7572,6252,17,1322,167,Default
524,14,42,111496,112133,69529,784,7781,66735,622,321,512,5112,3,5,Default
525,21,32,67374,69489,7937,71761,7355,74827,32,32,26,29,27,3,Not Default
526,22,27,1692,1325,433,1831,,2891,1325,433,1831,,2891,15354,Not Default
527,2,27,18649,1866,194,19446,2759,2241,,1594,1,166,,3,Not Default
528,62,45,16837,156839,1644,163781,167159,17894,,62,6,6,65,6,Default
529,36,26,-8,-8,-8,-8,1677,26,,,,1685,2613,,Not Default
53,2,21,18763,1441,13771,362,538,,1441,,28,2273,,,Not Default
531,5,23,34549,18552,19334,18165,19322,19575,2836,12,13,15,9,1,Not Default
532,5,3,97538,49187,17518,1771,1879,1832,2454,1588,78,83,673,637,Not Default
533,1,46,473,6394,6143,698,6652,6785,24,,871,,244,251,Default
534,1.00E+00,5,53849,553,61574,6247,61198,62524,25,75,25,,25,25,Default
535,5,26,2411,359,2333,18,162,,368,244,187,224,,,Not Default
536,6,25,48,1675,363,578,4825,62,1675,25,578,4825,2,2435,Not Default
537,44,35,33759,337794,27475,252584,216547,179221,131,11,1,9,71,55,Not Default
538,12,44,927,87939,8294,5915,53442,46775,5417,2847,266,1919,22,,Not Default
539,5,52,3257,4166,,,318,,1,,,318,,,Not Default
54,11,4,92638,995,95768,974,995,11213,6,73,37,37,4,38,Not Default
541,2.00E+00,38,399,,,,218,27,,,,218,27,317,Not Default
542,15,28,,,,,,318,,,,,318,,Not Default
543,3,36,28778,2839,28286,27533,28189,2885,,1,,11,11,15,Default
544,1.00E+00,24,392,3486,3178,29735,14718,29427,1553,5,87,14761,29514,33,Not Default
545,36,34,12339,1138,23912,9785,166,2142,1,13912,9785,,2142,423,Not Default
546,39,31,562,4322,44237,46495,47751,51941,5,3,3,2,5,5,Not Default
547,22,41,-65,-65,-65,-65,-65,-2,,,,,,,Default
548,16,25,,,,,,,,,,,,,Not Default
549,23,28,243,7357,9752,1268,1797,2539,7357,2566,3,1,1,2,Not Default
55,12,27,52437,5473,4587,35424,3176,31214,524,5,5,4,5,35,Not Default
551,1.00E+00,52,4657,668,6418,6781,6144,7638,15,1,1,,2,2,Default
552,19,41,2824,,165,,26854,554,,165,,26854,5,,Default
553,5,56,5715,5173,28185,28842,3399,29977,25,15,11,2,15,117,Default
554,24,42,,637,,,,,637,,,,,,Not Default
555,4,24,35285,36714,37356,38184,38724,37255,2,16,141,167,18,1751,Not Default
556,63,47,3785,68187,127,2632,8654,,38187,127,2632,8654,,4981,Not Default
557,16,33,5233,5393,1824,35,15,199,541,1829,35,15,199,1145,Not Default
558,11,32,65299,74565,78516,79829,8163,8326,11,58,32,32,31,3,Not Default
559,2,29,1728,18419,,,,,255,,,,,,Not Default
56,21,53,57192,58472,59658,6466,61593,65163,28,2753,24,2255,4767,,Not Default
561,27,34,578,126,15736,6621,2457,14923,126,5736,6621,2457,14923,1712,Not Default
562,36,52,64,2113,-6,999,944,-3,2231,,15,948,,789,Not Default
563,6,42,631,279,1758,416,416,364,279,1758,416,416,364,73,Not Default
564,36,38,18351,11121,63146,63723,6518,6678,85,84,5,5,5,157,Not Default
565,39,45,834,155,-169,424,3346,2698,1,1693,694,7,123,3,Not Default
566,25,35,7244,8472,1738,676,2391,1182,8514,1751,6739,243,11137,1347,Not Default
567,9,24,13141,14526,15482,18219,22737,23387,16,15,3,5,12,764,Default
568,36,28,771,41,3545,154,1132,622,151,3575,1573,1155,624,1671,Not Default
569,5,26,35429,3626,3241,2284,19166,19567,1537,1947,8,1,718,683,Not Default
57,27,4,18751,576,,,,,1,,,,,,Not Default
571,2.00E+00,29,55788,836,4897,565,19468,,8394,4927,589,19561,,125,Not Default
572,5,23,4989,5364,38429,18815,1835,1913,24,2766,169,1,1,1,Not Default
573,35,33,19,1478,-22,-22,-22,4532,153,,,,4554,,Not Default
574,16,6,3128,5156,189,489,3177,19,5156,189,,3177,19,,Default
575,8,49,3367,4641,229,1459,6764,761,4641,229,1459,6764,761,799,Not Default
576,29,53,27961,28224,28258,28466,255892,238266,13,12,1265,883,83,8546,Default
577,27,28,475,475,5691,37526,5565,48888,475,5691,34,14,8,15,Not Default
578,8,31,5994,32223,838,482,538,485,13647,8314,482,,485,,Not Default
579,5,36,5197,615,6615,7131,6987,698,13,11,1,5,5,1,Not Default
58,3,35,7797,2687,8762,3377,2,,2687,8765,339,24,,,Not Default
581,3,28,,78,,,,,78,,,,,,Default
582,9,33,35785,29155,27485,29266,35598,38449,15155,5485,5263,8598,5449,6537,Not Default
583,16,26,1433,3746,3258,136,21572,9528,3757,3348,144,21636,9556,666,Not Default
584,8,53,77766,77954,78512,6452,61556,5422,4,2374,27,25,3,2,Not Default
585,5,42,53,5898,49111,48943,45775,,22,16,17,17,,,Not Default
586,2,25,1463,15661,16394,16723,1856,17618,16,13,6,16,,8,Not Default
587,22,43,,,,,,,,,,,,,Default
588,21,25,8817,23634,21776,9631,1561,199,23776,,9631,1561,199,7967,Default
589,13,29,131575,13931,132969,45584,46516,47455,67,6,1291,1319,1336,1365,Not Default
59,26,31,5841,23194,62361,6757,1724,18659,23194,5,115,1724,18659,38923,Not Default
591,23,3,3341,25981,2492,6584,56538,51522,5,5,6584,2,2,1,Not Default
592,16,34,83255,83912,85161,85715,86773,87526,4,3924,32,33,3425,313,Not Default
593,5,35,34976,618,1393,716,62,911,1127,174,215,249,4383,172,Not Default
594,8,32,48747,45955,44989,41358,42379,3852,2145,1844,29,517,2,52,Not Default
595,11,46,567,57875,5944,59756,614,62213,2681,2724,2287,2362,2374,2454,Not Default
596,2.00E+00,43,144678,1484,136437,135253,134629,13439,59,514,59,4844,52,492,Not Default
597,36,29,268112,263368,259969,255832,245462,25244,9429,8738,717,7154,773,73,Not Default
598,21,31,,,,,,,,,,,,,Not Default
599,8,24,79243,75254,58683,58886,635,57264,3249,3,5,25,23,22,Not Default
6,3.00E+00,36,-475,5191,466,233,2768,65373,1,,,2768,65373,178,Default
61,31,43,23396,24182,25135,2595,25356,25514,1426,1379,867,898,933,87,Not Default
62,3,59,39,39,39,39,39,132,39,39,39,39,132,,Default
63,17,53,17862,17927,188,17647,1815,1293,1323,1196,544,563,629,361,Not Default
64,14,28,2645,28823,28171,2874,3454,2993,37,,924,27,,3,Not Default
65,18,31,,,,,,,,,,,,1576,Not Default
66,5,34,22746,2299,24121,23437,2511,24549,,27,,22,,13,Not Default
67,5,36,9214,1359,735,75,,,1351,15,15,,,,Not Default
68,11,24,4882,35428,3968,4497,42543,33189,2,5,5,,2,3,Not Default
69,45,36,3996,912,8528,,6368,3,912,8528,,6368,3,3238,Not Default
61,2.00E+00,34,39,39,39,561,39,39,39,39,561,39,39,39,Not Default
611,22,43,44177,25736,19292,189,1358,3315,16,3296,189,1358,3315,,Not Default
612,36,29,328,,,,,265,,,,,265,,Default
613,5,37,48226,48727,46228,46755,43686,44573,2,1684,161,2,2,2,Not Default
614,4,23,3665,29541,2619,2671,27274,29551,,1435,955,993,2734,,Not Default
615,19,37,11549,117856,11957,116284,123528,125478,6,5,,9,4,5,Not Default
616,15,33,21724,23168,2332,2485,24149,3323,21,12,965,64,59,8399,Not Default
617,2.00E+00,37,,,,,595,,,,,595,,237,Not Default
618,27,56,13787,123769,14377,16651,19294,11151,5,5,3953,45,4,39,Not Default
619,6,25,58839,53235,38533,39639,39619,3914,218,19,2,15,19,2,Not Default
62,2.00E+00,39,8833,791,7764,71629,785,7718,3315,388,2572,2559,2526,262,Not Default
621,15,39,36146,36184,37511,338,3223,31561,3,3,3,25,2,2,Not Default
622,18,28,34,-12,42,46,46,61,,1,5,46,61,46,Not Default
623,9,27,7624,,,,,,,,,,,,Not Default
624,36,37,,,,,166,541,,,,166,543,4268,Not Default
625,9,24,491,,,,,,,,,,,,Not Default
626,2,24,13168,13888,149,15916,15519,15829,1237,1249,1265,,568,1327,Not Default
627,7,46,64,55274,51766,51757,513,49946,26,18,2,314,2,18,Not Default
628,23,39,66,66,66,66,66,66,66,66,66,66,66,66,Not Default
629,3,48,29434,2896,2922,2921,29553,29693,1465,2,133,12,155,53,Not Default
63,2.00E+00,45,443,7182,3855,3411,6788,9921,7193,3855,3411,6788,9921,516,Not Default
631,1.00E+00,49,144,,,,,,,,,,,,Not Default
632,5,23,26795,2856,29284,3487,33831,33138,2,2,2,4,,2,Not Default
633,2,25,16591,16442,641,43,134,,1155,1,,134,,,Not Default
634,21,47,,,,,,,,,,,,,Not Default
635,11,56,46486,35758,34323,3452,22628,23468,486,1428,1318,2171,3198,4976,Not Default
636,2,44,55,228,,228,,,228,,228,,,,Not Default
637,5,49,563,6629,5918,6918,6941,4756,117,1,1,15,215,,Not Default
638,5,41,21986,2152,2979,19894,18811,1885,1362,1294,682,68,694,618,Not Default
639,4.00E+00,4,6125,1981,4521,2472,76933,173599,1981,4521,25,77,1.00E+00,77,Not Default
64,17,31,56364,58132,59171,55888,53672,51461,3,3,2,3,3,3,Not Default
641,28,42,148363,148432,15131,141937,14499,147911,69,6867,55,55,55,56,Not Default
642,13,28,1143,5456,5,,,,25,1,,,,,Not Default
643,21,32,46255,5486,5419,5891,6163,65576,5,5,5,45,5,5,Not Default
644,37,28,276436,23925,149128,4897,5325,51434,2,13,5,1,4,6,Not Default
645,3,31,29493,19433,18782,196,19637,21251,32,,742,1,2,,Not Default
646,15,39,21445,14728,15,,-5,,518,5,,,5,,Not Default
647,6,31,35369,3532,,,,,127,,,,,,Default
648,8,24,77615,7733,66396,55639,56873,5839,31,2586,2,25,3,25,Not Default
649,28,44,186149,181779,192189,195517,19925,195874,,15,8,7,,15,Default
65,2,46,2175,2795,226,19617,18737,18148,,,,,,,Not Default
651,27,32,,,11,3,-2,-2,,11,3,,,,Not Default
652,24,26,14348,75,7816,75,75,14497,1,7816,75,75,14497,5,Not Default
653,2,22,2137,2179,1867,18666,19115,19547,13,131,9,9,9,16,Not Default
654,45,42,-2,-2,,42,,,,2,42,,,,Default
655,1,33,8177,9131,9669,7624,849,6857,25,1145,1,1,1,15,Not Default
656,28,39,282,3557,5623,54,3866,3526,3597,5672,5427,3885,3543,3519,Default
657,29,27,1382,15614,16293,776,2,,2,13,,2,1,,Not Default
658,19,28,46923,48666,49347,5386,43883,34412,25,2,3,2,2,2,Default
659,8,23,53261,3891,19744,14556,,146,45,211,315,,146,,Not Default
66,28,28,427,298,1179,1714,2875,147,,1179,1714,129,147,1,Not Default
661,16,33,1415,816,12431,12145,13391,7957,816,12431,12145,13391,7957,195,Not Default
